last_name,first_name,email,teacher_code,faculty,department,address,phone,note
Le Van,Son,Laura_Sexton@hcmut.edu.vn,1940388,Embedded c++,FTE,Cau Giay Ha Noi Viet Nam,778-868-6430,
Vo Ngoc,Duy,Julie_Rosales@hcmut.edu.vn,1940389,Game development,FTE,Cau Giay Ha Noi Viet Nam,612-723-2949,
Bui Quang,Hai,Robert_Walters@hcmut.edu.vn,1940390,Embedded c++,CSE,Cau Giay Ha Noi Viet Nam,844-155-5879,
Duong,Hau,Deanna_Kelly@hcmut.edu.vn,1940391,Embedded c++,FTE,Cau Giay Ha Noi Viet Nam,223-615-8746,
Bui Quang,Ngoc,Cassandra_Hill@hcmut.edu.vn,1940392,Embedded c++,FCE,Cau Giay Ha Noi Viet Nam,996-855-5034,
Vo Que,Hai,John_Pittman@hcmut.edu.vn,1940393,Data engineer,D-DT,Cau Giay Ha Noi Viet Nam,859-813-2026,
Dao Van,Linh,Kimberly_Marshall@hcmut.edu.vn,1940394,Web development,GEOPET,Cau Giay Ha Noi Viet Nam,240-650-9442,
Duong,Ngoc,Amanda_Cooper@hcmut.edu.vn,1940395,Web development,FTE,Cau Giay Ha Noi Viet Nam,628-870-8878,
Le Van,Ngoc,Lisa_Miller@hcmut.edu.vn,1940396,Game development,SIM,Cau Giay Ha Noi Viet Nam,558-204-4952,
Le Van,Tham,Steven_Garcia@hcmut.edu.vn,1940397,Web development,SIM,Cau Giay Ha Noi Viet Nam,581-803-3168,
Vo Que,Huy,Vanessa_Jackson@hcmut.edu.vn,1940398,Game development,CSE,Cau Giay Ha Noi Viet Nam,974-240-3906,
Nguyen Van,Hao,Traci_Grant@hcmut.edu.vn,1940399,Game development,SIM,Cau Giay Ha Noi Viet Nam,996-667-7661,
Vo Ngoc,Quy,Kimberly_Gordon@hcmut.edu.vn,1940400,Data engineer,D-DT,Cau Giay Ha Noi Viet Nam,654-058-0818,
Bui Quang,Hai,Tonya_Pennington@hcmut.edu.vn,1940401,Embedded c++,CSE,Cau Giay Ha Noi Viet Nam,988-774-3931,
Duong,Hau,Sandra_Olson@hcmut.edu.vn,1940402,Web development,FME,Cau Giay Ha Noi Viet Nam,635-346-0696,
Bui Quang,Ngoc,Robert_Webb@hcmut.edu.vn,1940403,UI-UX,GEOPET,Cau Giay Ha Noi Viet Nam,956-588-1084,
Bui Quang,Ngoc,Rebecca_Ramirez@hcmut.edu.vn,1940404,UI-UX,CHE,Cau Giay Ha Noi Viet Nam,795-136-9194,
Nguyen Duc,Son,Heidi_Cisneros@hcmut.edu.vn,1940405,Web development,D-DT,Cau Giay Ha Noi Viet Nam,971-405-5205,
Nguyen Duc,Thanh,Gabriella_Robinson@hcmut.edu.vn,1940406,Data engineer,SIM,Cau Giay Ha Noi Viet Nam,922-536-2786,
Nguyen Van,Hai,Jennifer_Schmidt@hcmut.edu.vn,1940407,Game development,GEOPET,Cau Giay Ha Noi Viet Nam,123-766-6497,
Le Van,Tham,Janet_Williams@hcmut.edu.vn,1940408,Data engineer,SIM,Cau Giay Ha Noi Viet Nam,594-855-3341,
Le Huu,Tham,Kathryn_Lucero@hcmut.edu.vn,1940409,Data engineer,D-DT,Cau Giay Ha Noi Viet Nam,477-527-4225,
Bui Quang,Linh,Sharon_Perry@hcmut.edu.vn,1940410,UI-UX,D-DT,Cau Giay Ha Noi Viet Nam,749-563-7108,
Bui Quang,Huy,Hannah_Garcia@hcmut.edu.vn,1940411,UI-UX,SIM,Cau Giay Ha Noi Viet Nam,306-748-0694,
Le Van,Huy,Stephanie_Hunt@hcmut.edu.vn,1940412,Game development,D-DT,Cau Giay Ha Noi Viet Nam,361-860-9322,
Vo Que,Huy,Linda_Miller@hcmut.edu.vn,1940413,Data engineer,CSE,Cau Giay Ha Noi Viet Nam,141-226-4806,
Dao Van,Hao,Dr._Andrea_Soto_DVM@hcmut.edu.vn,1940414,Web development,FTE,Cau Giay Ha Noi Viet Nam,536-683-6323,
Bui Quang,Hai,Mr._Edward_Diaz@hcmut.edu.vn,1940415,Web development,D-DT,Cau Giay Ha Noi Viet Nam,717-356-5201,
Trinh Van,Thien,David_Rivera@hcmut.edu.vn,1940416,Web development,FME,Cau Giay Ha Noi Viet Nam,826-384-9237,
Dao Dinh,Thanh,Kristen_Pacheco@hcmut.edu.vn,1940417,UI-UX,CHE,Cau Giay Ha Noi Viet Nam,544-866-5552,
Duong,Huy,John_Olson@hcmut.edu.vn,1940418,Data engineer,SIM,Cau Giay Ha Noi Viet Nam,303-153-7775,
Bui Quang,Duy,Christine_Harris@hcmut.edu.vn,1940419,Web development,FTE,Cau Giay Ha Noi Viet Nam,863-153-8261,
Bui Quang,Thang,Kelly_Adams@hcmut.edu.vn,1940420,Embedded c++,FTE,Cau Giay Ha Noi Viet Nam,222-326-3386,
Bui Quang,Hai,Cameron_Hinton@hcmut.edu.vn,1940421,Data engineer,D-DT,Cau Giay Ha Noi Viet Nam,646-340-0730,
Le Huu,Ngoc,Andrew_Quinn@hcmut.edu.vn,1940422,Embedded c++,GEOPET,Cau Giay Ha Noi Viet Nam,865-243-1311,
Dao Dinh,Huy,Shannon_Soto@hcmut.edu.vn,1940423,Game development,GEOPET,Cau Giay Ha Noi Viet Nam,682-017-0199,
Bui Quang,Duy,Mary_Jackson@hcmut.edu.vn,1940424,Data engineer,FTE,Cau Giay Ha Noi Viet Nam,391-626-3195,
Vu Van,Son,Dr._Jacob_Gonzales@hcmut.edu.vn,1940425,System engineer,D-DT,Cau Giay Ha Noi Viet Nam,326-022-8373,
Le Van,Duy,Linda_Lozano@hcmut.edu.vn,1940426,Embedded c++,SIM,Cau Giay Ha Noi Viet Nam,805-311-9808,
Le Huu,Huy,Heather_Pierce@hcmut.edu.vn,1940427,System engineer,GEOPET,Cau Giay Ha Noi Viet Nam,922-161-4318,
Vo Ngoc,Hao,Christopher_Martinez@hcmut.edu.vn,1940428,UI-UX,FCE,Cau Giay Ha Noi Viet Nam,353-186-9957,
Le Van,Thang,Dawn_Rogers@hcmut.edu.vn,1940429,Embedded c++,FME,Cau Giay Ha Noi Viet Nam,793-503-1379,
Bui Quang,Thang,Brett_Ellis@hcmut.edu.vn,1940430,Web development,SIM,Cau Giay Ha Noi Viet Nam,473-300-3703,
Le Van,Linh,Daniel_Anderson@hcmut.edu.vn,1940431,UI-UX,D-DT,Cau Giay Ha Noi Viet Nam,702-616-6219,
Dao Dinh,Tham,David_Rich@hcmut.edu.vn,1940432,Data engineer,D-DT,Cau Giay Ha Noi Viet Nam,135-084-5089,
Nguyen Van,Duy,Kelly_Davidson@hcmut.edu.vn,1940433,Data engineer,GEOPET,Cau Giay Ha Noi Viet Nam,552-442-4367,
Duong,Hai,William_Chen@hcmut.edu.vn,1940434,Web development,CSE,Cau Giay Ha Noi Viet Nam,755-134-1076,
Le Van,Linh,Joel_Krause@hcmut.edu.vn,1940435,Game development,CSE,Cau Giay Ha Noi Viet Nam,829-874-1660,
Bui Quang,Thang,Rita_Anderson@hcmut.edu.vn,1940436,Embedded c++,FME,Cau Giay Ha Noi Viet Nam,297-813-2897,
Trinh Van,Duy,Franklin_Allen@hcmut.edu.vn,1940437,System engineer,CHE,Cau Giay Ha Noi Viet Nam,909-737-3595,
Dao Van,Ngoc,Arthur_Wade@hcmut.edu.vn,1940438,Data engineer,D-DT,Cau Giay Ha Noi Viet Nam,103-814-2084,
Le Van,Thanh,Patrick_Jones@hcmut.edu.vn,1940439,System engineer,FME,Cau Giay Ha Noi Viet Nam,228-213-0198,
Bui Quang,Huy,Karen_Reed@hcmut.edu.vn,1940440,Data engineer,FTE,Cau Giay Ha Noi Viet Nam,893-033-0549,
Bui Quang,Huy,Robert_Richard@hcmut.edu.vn,1940441,Data engineer,D-DT,Cau Giay Ha Noi Viet Nam,664-727-8640,
Nguyen Van,Ngoc,Sharon_Barnes@hcmut.edu.vn,1940442,Web development,FTE,Cau Giay Ha Noi Viet Nam,157-242-2262,
Duong,Ngoc,Andrew_Bell@hcmut.edu.vn,1940443,System engineer,SIM,Cau Giay Ha Noi Viet Nam,975-726-6087,
Trinh Van,Ngoc,Reginald_Chandler@hcmut.edu.vn,1940444,System engineer,SIM,Cau Giay Ha Noi Viet Nam,880-437-4683,
Vu Van,Thien,David_Mccall@hcmut.edu.vn,1940445,Web development,D-DT,Cau Giay Ha Noi Viet Nam,903-625-4629,
Nguyen Van,Huy,Michael_Wallace@hcmut.edu.vn,1940446,Game development,CSE,Cau Giay Ha Noi Viet Nam,573-527-7074,
Bui Quang,Ngoc,Thomas_Brown@hcmut.edu.vn,1940447,UI-UX,SIM,Cau Giay Ha Noi Viet Nam,409-327-1249,
Vo Ngoc,Son,Erica_Hicks_DDS@hcmut.edu.vn,1940448,Game development,D-DT,Cau Giay Ha Noi Viet Nam,972-553-6062,
Le Huu,Tham,Jeremy_Robinson@hcmut.edu.vn,1940449,Web development,FCE,Cau Giay Ha Noi Viet Nam,248-107-3155,
Dao Dinh,Hao,Christopher_Townsend@hcmut.edu.vn,1940450,Web development,FCE,Cau Giay Ha Noi Viet Nam,593-110-7869,
Bui Quang,Thanh,Jessica_Rice@hcmut.edu.vn,1940451,Embedded c++,FTE,Cau Giay Ha Noi Viet Nam,223-116-5471,
Tran Van,Duy,Nathan_Zuniga@hcmut.edu.vn,1940452,Web development,FME,Cau Giay Ha Noi Viet Nam,545-333-6575,
Nguyen Van,Son,Brandon_Young@hcmut.edu.vn,1940453,UI-UX,CHE,Cau Giay Ha Noi Viet Nam,772-535-0737,
Bui Quang,Hao,Arthur_Vargas@hcmut.edu.vn,1940454,Data engineer,D-DT,Cau Giay Ha Noi Viet Nam,121-112-1665,
Bui Quang,Huy,Kyle_Chandler@hcmut.edu.vn,1940455,UI-UX,CSE,Cau Giay Ha Noi Viet Nam,718-815-4933,
Vo Que,Thanh,Christopher_Sanders@hcmut.edu.vn,1940456,Game development,D-DT,Cau Giay Ha Noi Viet Nam,772-375-0741,
Bui Quang,Thien,Catherine_Gardner@hcmut.edu.vn,1940457,Web development,FCE,Cau Giay Ha Noi Viet Nam,287-088-1559,
Bui Quang,Tham,Benjamin_Owens@hcmut.edu.vn,1940458,Game development,D-DT,Cau Giay Ha Noi Viet Nam,371-147-3712,
Dao Van,Quy,Edwin_Smith@hcmut.edu.vn,1940459,Game development,FME,Cau Giay Ha Noi Viet Nam,239-434-6625,
Dao Dinh,Hau,Jeffery_Rogers@hcmut.edu.vn,1940460,UI-UX,FCE,Cau Giay Ha Noi Viet Nam,345-855-5781,
Bui Quang,Thanh,Jordan_Hammond@hcmut.edu.vn,1940461,Web development,GEOPET,Cau Giay Ha Noi Viet Nam,241-146-9474,
Nguyen Duc,Thien,Deborah_Atkinson@hcmut.edu.vn,1940462,System engineer,D-DT,Cau Giay Ha Noi Viet Nam,436-552-1760,
Dao Van,Huy,Robert_Mcdonald@hcmut.edu.vn,1940463,Game development,FCE,Cau Giay Ha Noi Viet Nam,756-330-5867,
Vo Ngoc,Thien,Nicole_Robinson@hcmut.edu.vn,1940464,Data engineer,SIM,Cau Giay Ha Noi Viet Nam,386-536-3241,
Vo Ngoc,Ngoc,Juan_Valenzuela@hcmut.edu.vn,1940465,System engineer,FME,Cau Giay Ha Noi Viet Nam,462-543-4190,
Duong,Duy,Lisa_Reed@hcmut.edu.vn,1940466,System engineer,FME,Cau Giay Ha Noi Viet Nam,759-252-2416,
Le Huu,Thien,Brittany_Silva@hcmut.edu.vn,1940467,Embedded c++,CHE,Cau Giay Ha Noi Viet Nam,420-415-6910,
Bui Quang,Tham,Thomas_Gaines@hcmut.edu.vn,1940468,Web development,FTE,Cau Giay Ha Noi Viet Nam,173-658-0859,
Dao Van,Linh,Erin_Jones@hcmut.edu.vn,1940469,Game development,FTE,Cau Giay Ha Noi Viet Nam,501-682-2970,
Trinh Van,Huy,Ashley_Brown@hcmut.edu.vn,1940470,Data engineer,FME,Cau Giay Ha Noi Viet Nam,375-554-9607,
Vo Que,Thang,Jacob_Smith@hcmut.edu.vn,1940471,Web development,GEOPET,Cau Giay Ha Noi Viet Nam,717-672-5977,
Vo Ngoc,Thien,Lance_Colon@hcmut.edu.vn,1940472,System engineer,D-DT,Cau Giay Ha Noi Viet Nam,563-308-0150,
Duong,Huy,Erica_Hutchinson@hcmut.edu.vn,1940473,Web development,FTE,Cau Giay Ha Noi Viet Nam,923-005-1231,
Vo Ngoc,Quy,Ashley_Wheeler@hcmut.edu.vn,1940474,System engineer,CHE,Cau Giay Ha Noi Viet Nam,742-131-8472,
Le Huu,Huy,Melissa_Simpson@hcmut.edu.vn,1940475,UI-UX,D-DT,Cau Giay Ha Noi Viet Nam,333-083-3017,
Bui Quang,Thanh,Anthony_Hill@hcmut.edu.vn,1940476,UI-UX,CSE,Cau Giay Ha Noi Viet Nam,904-565-0019,
Vo Ngoc,Quy,Melissa_Herring@hcmut.edu.vn,1940477,Game development,GEOPET,Cau Giay Ha Noi Viet Nam,853-006-8369,
Bui Quang,Thien,Joshua_Moyer@hcmut.edu.vn,1940478,UI-UX,FCE,Cau Giay Ha Noi Viet Nam,538-614-0858,
Bui Quang,Hao,Sonia_Turner@hcmut.edu.vn,1940479,System engineer,FCE,Cau Giay Ha Noi Viet Nam,222-148-2867,
Trinh Van,Thien,Victor_Sanders@hcmut.edu.vn,1940480,UI-UX,FCE,Cau Giay Ha Noi Viet Nam,181-135-5672,
Vo Que,Hao,Corey_Harrison@hcmut.edu.vn,1940481,Game development,FME,Cau Giay Ha Noi Viet Nam,391-301-1488,
Le Van,Thien,Charles_Pena@hcmut.edu.vn,1940482,UI-UX,SIM,Cau Giay Ha Noi Viet Nam,655-630-4012,
Bui Quang,Hai,Jill_Williams@hcmut.edu.vn,1940483,Embedded c++,SIM,Cau Giay Ha Noi Viet Nam,392-377-7296,
Bui Quang,Thanh,Chad_Beck@hcmut.edu.vn,1940484,Data engineer,D-DT,Cau Giay Ha Noi Viet Nam,313-488-3931,
Nguyen Duc,Hao,Roger_Jackson@hcmut.edu.vn,1940485,Embedded c++,GEOPET,Cau Giay Ha Noi Viet Nam,291-835-8417,
Vo Ngoc,Thanh,Tammy_Hancock@hcmut.edu.vn,1940486,Web development,FME,Cau Giay Ha Noi Viet Nam,575-225-4374,
Vo Que,Quy,Brandon_Vaughn@hcmut.edu.vn,1940487,Embedded c++,D-DT,Cau Giay Ha Noi Viet Nam,139-323-3710,
Duong,Ngoc,Cheryl_Woodward@hcmut.edu.vn,1940488,Web development,D-DT,Cau Giay Ha Noi Viet Nam,538-262-4574,
Dao Van,Ngoc,Michael_Love@hcmut.edu.vn,1940489,System engineer,SIM,Cau Giay Ha Noi Viet Nam,406-067-7355,
Le Huu,Thang,Michael_Carter@hcmut.edu.vn,1940490,UI-UX,SIM,Cau Giay Ha Noi Viet Nam,750-751-2265,
Nguyen Duc,Thanh,Eric_Jackson@hcmut.edu.vn,1940491,Embedded c++,D-DT,Cau Giay Ha Noi Viet Nam,901-701-5878,
Tran Van,Ngoc,Sarah_King@hcmut.edu.vn,1940492,Embedded c++,FTE,Cau Giay Ha Noi Viet Nam,858-042-2152,
Nguyen Van,Hau,Kimberly_Lara@hcmut.edu.vn,1940493,UI-UX,CSE,Cau Giay Ha Noi Viet Nam,550-216-7271,
Tran Van,Ngoc,James_Romero@hcmut.edu.vn,1940494,System engineer,CHE,Cau Giay Ha Noi Viet Nam,361-181-1130,
Tran Van,Huy,Melissa_Hodges@hcmut.edu.vn,1940495,Web development,SIM,Cau Giay Ha Noi Viet Nam,135-528-7986,
Bui Quang,Huy,Joshua_Palmer@hcmut.edu.vn,1940496,UI-UX,FTE,Cau Giay Ha Noi Viet Nam,246-662-1704,
Le Huu,Thien,Joshua_Fox@hcmut.edu.vn,1940497,UI-UX,FME,Cau Giay Ha Noi Viet Nam,575-227-2146,
Bui Quang,Quy,Sarah_Bridges@hcmut.edu.vn,1940498,Data engineer,FCE,Cau Giay Ha Noi Viet Nam,130-142-9415,
Le Huu,Quy,James_Taylor@hcmut.edu.vn,1940499,Data engineer,FME,Cau Giay Ha Noi Viet Nam,509-836-0725,
Dao Dinh,Thien,Jessica_Neal@hcmut.edu.vn,1940500,Game development,CHE,Cau Giay Ha Noi Viet Nam,507-040-4239,
Bui Quang,Son,Linda_Copeland@hcmut.edu.vn,1940501,Web development,CHE,Cau Giay Ha Noi Viet Nam,977-402-6585,
Dao Van,Hai,Crystal_Washington@hcmut.edu.vn,1940502,UI-UX,FTE,Cau Giay Ha Noi Viet Nam,767-355-2339,
Tran Van,Quy,Peggy_Leach@hcmut.edu.vn,1940503,Game development,CSE,Cau Giay Ha Noi Viet Nam,116-782-8653,
Trinh Van,Thien,David_Gutierrez@hcmut.edu.vn,1940504,Game development,D-DT,Cau Giay Ha Noi Viet Nam,841-823-3537,
Vo Que,Thang,Jeremy_Arnold@hcmut.edu.vn,1940505,Game development,CSE,Cau Giay Ha Noi Viet Nam,995-611-9781,
Trinh Van,Hau,Jennifer_Frey@hcmut.edu.vn,1940506,Embedded c++,FME,Cau Giay Ha Noi Viet Nam,364-405-9678,
Bui Quang,Duy,Lisa_Silva@hcmut.edu.vn,1940507,System engineer,D-DT,Cau Giay Ha Noi Viet Nam,777-454-8207,
Duong,Huy,Tracy_Wolfe@hcmut.edu.vn,1940508,UI-UX,GEOPET,Cau Giay Ha Noi Viet Nam,325-030-9916,
Vo Que,Linh,Mr._Jordan_Williams@hcmut.edu.vn,1940509,System engineer,FTE,Cau Giay Ha Noi Viet Nam,141-234-2493,
Le Van,Thanh,Nicole_Davis@hcmut.edu.vn,1940510,Embedded c++,FME,Cau Giay Ha Noi Viet Nam,472-643-0573,
Vo Ngoc,Ngoc,James_Valencia@hcmut.edu.vn,1940511,Embedded c++,GEOPET,Cau Giay Ha Noi Viet Nam,669-331-3278,
Vu Van,Thanh,Matthew_Washington@hcmut.edu.vn,1940512,Web development,SIM,Cau Giay Ha Noi Viet Nam,871-786-3048,
Trinh Van,Thien,Dennis_Taylor@hcmut.edu.vn,1940513,Game development,CHE,Cau Giay Ha Noi Viet Nam,472-267-2417,
Bui Quang,Huy,Daniel_Kidd@hcmut.edu.vn,1940514,Game development,D-DT,Cau Giay Ha Noi Viet Nam,929-251-6850,
Nguyen Duc,Son,Karina_Brown@hcmut.edu.vn,1940515,Game development,SIM,Cau Giay Ha Noi Viet Nam,599-780-0039,
Dao Van,Thien,Julie_Smith@hcmut.edu.vn,1940516,System engineer,CSE,Cau Giay Ha Noi Viet Nam,432-586-5253,
Le Huu,Quy,Allison_Zimmerman@hcmut.edu.vn,1940517,System engineer,FTE,Cau Giay Ha Noi Viet Nam,434-262-4333,
Le Van,Hao,Robert_Mann@hcmut.edu.vn,1940518,System engineer,CSE,Cau Giay Ha Noi Viet Nam,190-122-5081,
Nguyen Van,Tham,Jenna_Bradley@hcmut.edu.vn,1940519,Data engineer,FTE,Cau Giay Ha Noi Viet Nam,139-043-7152,
Vo Que,Duy,Jay_Allison@hcmut.edu.vn,1940520,Game development,FME,Cau Giay Ha Noi Viet Nam,746-600-7533,
Dao Van,Son,Michael_Murray@hcmut.edu.vn,1940521,UI-UX,FCE,Cau Giay Ha Noi Viet Nam,194-840-1154,
Dao Van,Linh,Daniel_Fowler@hcmut.edu.vn,1940522,Web development,FCE,Cau Giay Ha Noi Viet Nam,765-308-2049,
Bui Quang,Hai,Mrs._Laura_Thompson@hcmut.edu.vn,1940523,Game development,FME,Cau Giay Ha Noi Viet Nam,999-312-0452,
Dao Van,Hai,Jennifer_Hall@hcmut.edu.vn,1940524,Game development,D-DT,Cau Giay Ha Noi Viet Nam,328-460-0803,
Nguyen Van,Hao,Karen_Martinez@hcmut.edu.vn,1940525,Web development,D-DT,Cau Giay Ha Noi Viet Nam,256-477-6581,
Dao Van,Hao,Alyssa_Griffith@hcmut.edu.vn,1940526,UI-UX,CSE,Cau Giay Ha Noi Viet Nam,539-855-2431,
Duong,Thanh,Kellie_Williams@hcmut.edu.vn,1940527,Web development,GEOPET,Cau Giay Ha Noi Viet Nam,686-317-0570,
Le Van,Hao,Mark_Walker@hcmut.edu.vn,1940528,Data engineer,FCE,Cau Giay Ha Noi Viet Nam,317-771-4352,
Nguyen Duc,Thanh,Michael_Burns@hcmut.edu.vn,1940529,Data engineer,FME,Cau Giay Ha Noi Viet Nam,556-871-7349,
Bui Quang,Hai,Mr._Joshua_Morgan@hcmut.edu.vn,1940530,System engineer,FTE,Cau Giay Ha Noi Viet Nam,961-221-3985,
Vu Van,Ngoc,Rebekah_Kelly@hcmut.edu.vn,1940531,Embedded c++,SIM,Cau Giay Ha Noi Viet Nam,116-382-2500,
Tran Van,Duy,Faith_Riddle@hcmut.edu.vn,1940532,Game development,FCE,Cau Giay Ha Noi Viet Nam,391-273-5778,
Le Huu,Huy,Carl_Gonzalez@hcmut.edu.vn,1940533,Web development,SIM,Cau Giay Ha Noi Viet Nam,795-724-0279,
Dao Van,Quy,Phillip_Kaiser@hcmut.edu.vn,1940534,Web development,D-DT,Cau Giay Ha Noi Viet Nam,734-288-4880,
Duong,Duy,Samuel_Romero@hcmut.edu.vn,1940535,UI-UX,FCE,Cau Giay Ha Noi Viet Nam,636-835-8156,
Vu Van,Thanh,Joshua_Williams@hcmut.edu.vn,1940536,Web development,FTE,Cau Giay Ha Noi Viet Nam,735-401-0833,
Vo Que,Hai,Kimberly_Barron@hcmut.edu.vn,1940537,Embedded c++,SIM,Cau Giay Ha Noi Viet Nam,596-388-9222,
Bui Quang,Son,Michelle_Nelson_MD@hcmut.edu.vn,1940538,System engineer,CHE,Cau Giay Ha Noi Viet Nam,619-021-6314,
Tran Van,Thien,Sharon_Wheeler@hcmut.edu.vn,1940539,Game development,FCE,Cau Giay Ha Noi Viet Nam,414-882-2457,
Vo Ngoc,Thien,Kevin_Patterson@hcmut.edu.vn,1940540,Data engineer,CHE,Cau Giay Ha Noi Viet Nam,987-888-1247,
Le Huu,Quy,Sandra_Bernard@hcmut.edu.vn,1940541,Data engineer,CHE,Cau Giay Ha Noi Viet Nam,677-651-6703,
Nguyen Duc,Ngoc,Arthur_Dean@hcmut.edu.vn,1940542,Embedded c++,FTE,Cau Giay Ha Noi Viet Nam,621-508-3618,
Nguyen Duc,Thanh,Michael_Curtis@hcmut.edu.vn,1940543,Embedded c++,CHE,Cau Giay Ha Noi Viet Nam,139-248-5296,
Le Van,Linh,Maria_Butler@hcmut.edu.vn,1940544,UI-UX,D-DT,Cau Giay Ha Noi Viet Nam,418-208-4579,
Trinh Van,Thang,Scott_Velasquez@hcmut.edu.vn,1940545,System engineer,SIM,Cau Giay Ha Noi Viet Nam,680-758-6858,
Tran Van,Hao,Tiffany_Kemp@hcmut.edu.vn,1940546,Embedded c++,CSE,Cau Giay Ha Noi Viet Nam,345-545-7806,
Trinh Van,Hao,Candice_Chandler@hcmut.edu.vn,1940547,Embedded c++,GEOPET,Cau Giay Ha Noi Viet Nam,915-044-4525,
Dao Van,Duy,Dr._Steve_Martinez_MD@hcmut.edu.vn,1940548,Embedded c++,GEOPET,Cau Giay Ha Noi Viet Nam,503-084-2285,
Bui Quang,Huy,Danielle_Lynch@hcmut.edu.vn,1940549,Data engineer,CSE,Cau Giay Ha Noi Viet Nam,909-824-1681,
Tran Van,Thien,Ryan_Stafford@hcmut.edu.vn,1940550,UI-UX,CHE,Cau Giay Ha Noi Viet Nam,790-533-4411,
Nguyen Van,Duy,Jeff_Crawford@hcmut.edu.vn,1940551,Web development,CHE,Cau Giay Ha Noi Viet Nam,447-343-2155,
Duong,Hao,Michael_Cervantes@hcmut.edu.vn,1940552,System engineer,FTE,Cau Giay Ha Noi Viet Nam,311-220-2372,
Duong,Son,Brian_Harris@hcmut.edu.vn,1940553,UI-UX,CHE,Cau Giay Ha Noi Viet Nam,622-107-0218,
Duong,Duy,Megan_Wu@hcmut.edu.vn,1940554,UI-UX,CHE,Cau Giay Ha Noi Viet Nam,497-561-0259,
Le Van,Hau,Edward_Ramos@hcmut.edu.vn,1940555,Game development,GEOPET,Cau Giay Ha Noi Viet Nam,711-332-2518,
Nguyen Van,Hao,Antonio_Webb@hcmut.edu.vn,1940556,Game development,GEOPET,Cau Giay Ha Noi Viet Nam,493-001-5323,
Vu Van,Hau,Robert_Nelson@hcmut.edu.vn,1940557,Game development,FME,Cau Giay Ha Noi Viet Nam,432-484-8179,
Duong,Huy,Daisy_Smith@hcmut.edu.vn,1940558,Web development,FTE,Cau Giay Ha Noi Viet Nam,713-331-4742,
Vo Ngoc,Thanh,Dakota_Hartman@hcmut.edu.vn,1940559,Game development,FTE,Cau Giay Ha Noi Viet Nam,496-868-3296,
Le Huu,Thien,Lori_Brown@hcmut.edu.vn,1940560,Game development,FCE,Cau Giay Ha Noi Viet Nam,352-145-8020,
Bui Quang,Thanh,Bradley_Hayes@hcmut.edu.vn,1940561,Embedded c++,GEOPET,Cau Giay Ha Noi Viet Nam,901-148-0619,
Dao Dinh,Son,Mr._Jacob_Davis@hcmut.edu.vn,1940562,Game development,FME,Cau Giay Ha Noi Viet Nam,450-736-7046,
Duong,Thanh,John_Sanchez@hcmut.edu.vn,1940563,Game development,FTE,Cau Giay Ha Noi Viet Nam,213-042-9815,
Vo Que,Hau,Mary_Williams@hcmut.edu.vn,1940564,System engineer,FTE,Cau Giay Ha Noi Viet Nam,831-707-4146,
Dao Dinh,Hai,Michael_Henderson@hcmut.edu.vn,1940565,Web development,FME,Cau Giay Ha Noi Viet Nam,448-841-9751,
Vo Ngoc,Huy,Victor_Hicks@hcmut.edu.vn,1940566,System engineer,FTE,Cau Giay Ha Noi Viet Nam,749-580-3296,
Vo Ngoc,Quy,Claudia_Garcia@hcmut.edu.vn,1940567,Data engineer,FCE,Cau Giay Ha Noi Viet Nam,520-005-7867,
Vo Que,Thien,Sandra_Whitaker@hcmut.edu.vn,1940568,System engineer,GEOPET,Cau Giay Ha Noi Viet Nam,295-828-8683,
Dao Van,Huy,Stephen_Barr@hcmut.edu.vn,1940569,Web development,CSE,Cau Giay Ha Noi Viet Nam,878-313-4580,
Le Van,Tham,Brenda_Ward@hcmut.edu.vn,1940570,Embedded c++,FTE,Cau Giay Ha Noi Viet Nam,588-041-6049,
Bui Quang,Ngoc,Richard_Spencer@hcmut.edu.vn,1940571,Web development,FTE,Cau Giay Ha Noi Viet Nam,321-773-9600,
Vo Ngoc,Ngoc,Heather_Brown@hcmut.edu.vn,1940572,Data engineer,FME,Cau Giay Ha Noi Viet Nam,130-578-0711,
Duong,Ngoc,Kevin_Hubbard@hcmut.edu.vn,1940573,Data engineer,SIM,Cau Giay Ha Noi Viet Nam,225-436-8128,
Dao Van,Tham,Samantha_Blankenship@hcmut.edu.vn,1940574,Embedded c++,CHE,Cau Giay Ha Noi Viet Nam,283-487-5009,
Tran Van,Ngoc,Anthony_Huff@hcmut.edu.vn,1940575,Game development,SIM,Cau Giay Ha Noi Viet Nam,324-108-3075,
Le Van,Linh,Mary_Gibbs@hcmut.edu.vn,1940576,Web development,GEOPET,Cau Giay Ha Noi Viet Nam,621-448-7875,
Nguyen Duc,Tham,Joseph_Rodriguez@hcmut.edu.vn,1940577,Web development,SIM,Cau Giay Ha Noi Viet Nam,187-833-1370,
Bui Quang,Hao,Austin_Lara@hcmut.edu.vn,1940578,Game development,CHE,Cau Giay Ha Noi Viet Nam,737-354-5687,
Tran Van,Ngoc,Edward_Simmons@hcmut.edu.vn,1940579,Web development,CSE,Cau Giay Ha Noi Viet Nam,174-346-2323,
Nguyen Van,Linh,Anthony_Velez@hcmut.edu.vn,1940580,Embedded c++,D-DT,Cau Giay Ha Noi Viet Nam,102-224-3486,
Bui Quang,Huy,Paul_Underwood@hcmut.edu.vn,1940581,Data engineer,D-DT,Cau Giay Ha Noi Viet Nam,281-034-6576,
